version,device name,recording time,platform,appVersion,device id,sensors,sampleRateMs
3,Pixel 7 Pro,2023-06-20_10-58-01,android,1.16.1,redacted,Accelerometer|Gravity|Gyroscope|Orientation|Magnetometer|Location|Microphone|Annotation|TotalAcceleration|MagnetometerUncalibrated|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10|10|10|10|0|100||10|10|10|10
