Record,Time,Latitude,Longitude,Altitude,Speed,GForceX,GForceY,GForceZ,Lap,GyroX,GyroY,GyroZ
1,0.000,53.3109554,-0.0628274,133.0,3.34,-0.062,-0.026,0.999,0,0.38,-0.23,2.67
2,0.080,53.3109546,-0.0628285,133.1,3.44,-0.072,-0.020,1.004,0,0.65,-0.69,5.66
3,0.160,53.3109537,-0.0628298,133.0,3.56,-0.078,-0.009,1.001,0,0.79,-1.12,8.53
4,0.240,53.3109528,-0.0628309,133.0,3.16,-0.090,0.000,0.998,0,0.65,-1.13,11.18
5,0.320,53.3109518,-0.0628321,133.1,3.56,-0.098,0.006,0.996,0,0.17,-0.96,13.71
6,0.400,53.3109508,-0.0628332,133.1,3.59,-0.086,0.012,0.998,0,-0.58,-0.71,14.29
7,0.480,53.3109499,-0.0628344,133.0,3.85,-0.084,0.009,0.997,0,-1.45,-0.15,14.69
8,0.560,53.3109488,-0.0628356,133.0,3.81,-0.086,0.003,0.998,0,-2.20,0.35,15.06
9,0.640,53.3109478,-0.0628368,133.1,3.61,-0.088,-0.002,0.995,0,-2.98,0.31,15.37
10,0.720,53.3109469,-0.0628379,133.1,3.74,-0.092,-0.006,0.994,0,-3.34,0.29,15.49
11,0.800,53.3109457,-0.0628390,133.1,3.81,-0.098,-0.008,0.992,0,-3.34,0.24,15.19
12,0.880,53.3109446,-0.0628402,133.1,3.95,-0.100,-0.006,0.991,0,-2.63,0.01,14.28
13,0.920,53.3109439,-0.0628409,133.0,4.44,-0.094,-0.007,1.000,0,-1.54,-0.32,13.05
14,1.000,53.3109427,-0.0628422,133.0,4.45,-0.097,-0.012,0.999,0,0.09,-0.25,11.54
15,1.080,53.3109415,-0.0628435,133.0,4.33,-0.102,-0.018,0.997,0,1.86,-0.28,10.46
16,1.200,53.3109396,-0.0628456,133.1,4.66,-0.110,-0.007,0.989,0,3.27,-0.31,9.99
17,1.280,53.3109382,-0.0628467,133.0,4.95,-0.100,0.018,0.984,0,3.29,-0.39,10.30
18,1.360,53.3109368,-0.0628482,133.0,5.06,-0.093,0.037,0.969,0,1.63,-0.28,10.79
19,1.440,53.3109354,-0.0628496,133.0,4.98,-0.096,0.033,0.969,0,0.00,-0.05,11.03
20,1.520,53.3109341,-0.0628508,133.0,4.71,-0.090,0.044,0.983,0,-1.07,-0.18,10.49
21,1.600,53.3109326,-0.0628522,133.0,5.13,-0.082,0.047,0.984,0,-1.78,-0.43,9.28
22,1.680,53.3109312,-0.0628536,133.0,5.02,-0.093,0.025,0.983,0,-1.65,-0.52,7.71
23,1.760,53.3109298,-0.0628551,133.0,5.36,-0.102,0.006,0.992,0,-0.55,-0.57,6.36
24,1.840,53.3109282,-0.0628566,133.0,5.34,-0.087,0.006,1.005,0,0.40,-0.91,5.67
25,1.920,53.3109266,-0.0628580,133.0,5.59,-0.084,-0.005,1.001,0,0.83,-0.95,5.64
26,2.000,53.3109250,-0.0628595,133.0,5.61,-0.085,-0.015,1.001,0,0.91,-0.91,6.15
27,2.080,53.3109234,-0.0628609,133.0,5.52,-0.068,-0.010,1.021,0,0.27,-0.90,7.14
28,2.200,53.3109208,-0.0628630,133.0,6.02,-0.059,-0.007,1.023,0,-0.87,-0.89,8.07
29,2.280,53.3109190,-0.0628644,133.0,6.14,-0.073,-0.008,0.998,0,-2.29,-0.71,8.81
30,2.360,53.3109173,-0.0628657,133.0,5.89,-0.087,-0.004,0.993,0,-3.77,-0.55,9.58
31,2.440,53.3109156,-0.0628670,133.0,6.10,-0.092,-0.010,0.991,0,-5.01,-0.49,10.04
32,2.520,53.3109135,-0.0628684,133.0,6.34,-0.090,-0.036,0.970,0,-4.56,-0.60,9.72
33,2.600,53.3109117,-0.0628696,133.0,6.16,-0.080,-0.059,0.964,0,-2.63,-0.76,8.88
34,2.680,53.3109098,-0.0628707,133.0,6.37,-0.060,-0.043,0.988,0,-0.61,-0.66,8.32
35,2.760,53.3109079,-0.0628721,133.0,6.24,-0.056,-0.020,0.988,0,0.31,-0.53,7.84
36,2.840,53.3109060,-0.0628735,133.0,6.46,-0.054,-0.004,0.983,0,0.75,-0.59,7.04
37,2.920,53.3109039,-0.0628747,133.0,6.60,-0.052,0.014,1.000,0,0.80,-0.33,5.89
38,3.000,53.3109022,-0.0628761,133.0,6.05,-0.058,0.027,1.007,0,0.52,-0.30,4.78
39,3.080,53.3109001,-0.0628775,133.0,6.57,-0.064,0.013,1.001,0,0.47,-0.59,3.73
40,3.200,53.3108971,-0.0628795,133.0,6.63,-0.062,-0.010,0.994,0,1.07,-0.73,2.93
41,3.280,53.3108952,-0.0628807,132.9,6.65,-0.057,-0.025,0.992,0,1.48,-0.38,3.04
42,3.360,53.3108931,-0.0628819,133.0,6.78,-0.063,-0.032,0.976,0,0.96,-0.34,4.35
43,3.440,53.3108909,-0.0628833,132.9,7.13,-0.063,-0.041,0.976,0,-0.18,-0.25,6.27
44,3.520,53.3108889,-0.0628843,132.9,6.50,-0.059,-0.051,0.978,0,-1.16,0.22,7.93
45,3.600,53.3108866,-0.0628856,133.0,7.26,-0.052,-0.045,0.981,0,-1.74,0.28,9.01
46,3.680,53.3108843,-0.0628868,132.9,7.19,-0.046,-0.029,0.990,0,-1.88,-0.02,9.07
47,3.760,53.3108823,-0.0628880,132.9,6.92,-0.033,-0.017,1.004,0,-1.61,-0.27,8.22
48,3.840,53.3108801,-0.0628891,132.9,6.86,-0.033,0.000,0.992,0,-1.08,-0.19,6.78
49,3.920,53.3108781,-0.0628902,132.9,6.53,-0.042,0.008,0.983,0,-1.00,-0.35,5.26
50,4.000,53.3108758,-0.0628914,132.9,7.21,-0.037,0.000,0.993,0,-1.38,-0.52,4.29
51,4.080,53.3108737,-0.0628925,132.9,7.16,-0.034,-0.010,0.992,0,-2.40,-0.57,4.19
52,4.200,53.3108703,-0.0628942,132.9,7.01,-0.042,-0.009,0.978,0,-3.52,-0.46,4.10
53,4.280,53.3108682,-0.0628954,132.9,7.13,-0.032,-0.007,0.994,0,-4.40,-0.35,3.71
54,4.360,53.3108660,-0.0628967,132.9,7.07,-0.010,-0.001,1.017,0,-4.76,-0.24,2.67
55,4.440,53.3108638,-0.0628981,132.9,7.15,-0.012,0.008,1.007,0,-4.76,0.00,1.00
56,4.520,53.3108616,-0.0628993,132.9,7.07,-0.018,0.006,0.990,0,-4.29,0.49,-0.81
57,4.600,53.3108594,-0.0629006,132.9,7.19,-0.014,-0.002,0.995,0,-3.94,0.72,-2.25
58,4.680,53.3108573,-0.0629022,132.9,7.15,-0.013,-0.008,1.000,0,-3.94,0.73,-3.31
59,4.760,53.3108552,-0.0629037,132.9,7.07,-0.017,-0.007,0.994,0,-4.09,0.75,-4.08
60,4.840,53.3108530,-0.0629053,132.9,7.21,-0.010,-0.003,1.004,0,-3.94,0.60,-5.08
61,4.920,53.3108510,-0.0629069,132.9,7.00,-0.003,0.005,1.016,0,-3.24,0.41,-6.94
62,5.000,53.3108490,-0.0629086,132.8,7.22,-0.004,0.008,1.013,0,-1.78,0.45,-9.28
63,5.080,53.3108469,-0.0629104,132.9,6.98,-0.005,0.000,1.011,0,0.21,0.62,-11.29
64,5.200,53.3108438,-0.0629130,132.9,7.20,-0.005,-0.014,1.013,0,2.08,0.60,-12.68
65,5.280,53.3108417,-0.0629148,132.9,7.18,-0.016,-0.029,0.997,0,3.58,0.72,-13.11
66,5.360,53.3108396,-0.0629165,132.9,7.36,-0.028,-0.042,0.981,0,4.24,0.69,-12.17
67,5.440,53.3108374,-0.0629183,132.9,7.52,-0.030,-0.046,0.983,0,4.35,0.66,-10.52
68,5.520,53.3108353,-0.0629202,132.9,7.26,-0.031,-0.041,0.977,0,4.17,0.48,-9.06
69,5.600,53.3108333,-0.0629220,132.8,7.05,-0.032,-0.035,0.982,0,4.19,0.51,-7.89
70,5.680,53.3108313,-0.0629239,132.9,7.32,-0.023,-0.033,0.999,0,4.22,0.37,-7.05
71,5.760,53.3108292,-0.0629259,132.9,7.03,-0.019,-0.032,1.002,0,4.40,0.10,-6.52
72,5.840,53.3108271,-0.0629278,132.9,7.30,-0.025,-0.034,0.993,0,4.56,0.10,-5.78
73,5.920,53.3108250,-0.0629295,132.9,7.44,-0.020,-0.039,1.001,0,4.27,-0.02,-4.56
74,6.000,53.3108230,-0.0629312,132.9,7.00,-0.018,-0.040,0.997,0,3.68,-0.25,-3.01
75,6.080,53.3108210,-0.0629331,132.9,7.06,-0.020,-0.034,0.997,0,2.97,-0.45,-1.59
76,6.200,53.3108179,-0.0629357,132.9,7.29,-0.016,-0.030,1.000,0,2.33,-0.51,-0.50
77,6.280,53.3108158,-0.0629374,132.8,7.13,-0.011,-0.026,1.007,0,1.64,-0.58,0.27
78,6.360,53.3108139,-0.0629393,132.8,6.89,-0.020,-0.023,0.998,0,1.25,-0.38,0.85
79,6.440,53.3108119,-0.0629410,132.8,7.08,-0.029,-0.019,0.986,0,1.15,-0.33,1.15
80,6.520,53.3108098,-0.0629429,132.8,7.23,-0.037,-0.017,0.978,0,1.43,-0.21,1.08
81,6.600,53.3108076,-0.0629447,132.8,7.37,-0.030,-0.015,0.994,0,1.82,-0.15,0.97
82,6.680,53.3108057,-0.0629466,132.8,7.06,-0.028,-0.016,0.994,0,2.23,-0.37,0.92
83,6.760,53.3108035,-0.0629481,132.8,7.20,-0.028,-0.018,0.996,0,2.87,-0.70,0.68
84,6.800,53.3108025,-0.0629490,132.8,7.13,-0.018,-0.019,1.014,0,3.61,-0.84,0.40
85,6.880,53.3108003,-0.0629506,132.8,7.21,-0.014,-0.020,1.020,0,4.27,-0.88,0.41
86,6.960,53.3107983,-0.0629524,132.8,7.25,-0.018,-0.024,1.002,0,4.74,-0.97,0.74
87,7.040,53.3107961,-0.0629538,132.8,7.33,-0.019,-0.026,0.995,0,5.26,-0.86,1.39
88,7.120,53.3107938,-0.0629554,132.8,7.30,-0.020,-0.026,0.992,0,5.38,-0.83,2.55
89,7.240,53.3107906,-0.0629575,132.8,7.18,-0.023,-0.029,0.994,0,5.18,-0.76,4.01
90,7.280,53.3107894,-0.0629582,132.7,7.46,-0.026,-0.031,0.992,0,4.87,-0.75,5.61
91,7.360,53.3107873,-0.0629596,132.8,7.27,-0.019,-0.034,1.001,0,4.34,-0.66,7.22
92,7.440,53.3107851,-0.0629611,132.8,7.16,-0.019,-0.033,1.002,0,3.54,-0.47,8.94
93,7.520,53.3107829,-0.0629623,132.7,6.89,-0.021,-0.035,0.995,0,2.47,-0.36,10.62
94,7.600,53.3107807,-0.0629635,132.7,7.47,-0.019,-0.033,0.989,0,1.33,-0.13,12.27
95,7.680,53.3107783,-0.0629645,132.7,7.53,-0.019,-0.026,0.989,0,0.02,0.04,13.66
96,7.760,53.3107760,-0.0629654,132.7,6.92,-0.018,-0.020,0.992,0,-1.34,-0.07,14.65
97,7.840,53.3107736,-0.0629664,132.7,7.79,-0.006,-0.014,1.003,0,-2.83,-0.22,15.29
98,7.920,53.3107711,-0.0629672,132.7,7.76,-0.003,-0.008,0.998,0,-4.25,-0.09,15.49
99,8.000,53.3107687,-0.0629681,132.7,7.35,-0.007,-0.009,0.988,0,-5.53,0.26,15.31
100,8.080,53.3107666,-0.0629689,132.7,7.18,-0.010,-0.011,0.980,0,-6.66,0.44,14.77
101,8.160,53.3107642,-0.0629697,132.7,7.58,-0.009,-0.005,0.987,0,-7.33,0.56,13.83
102,8.240,53.3107619,-0.0629707,132.7,7.29,-0.017,0.000,0.985,0,-7.30,0.66,12.11
103,8.320,53.3107596,-0.0629713,132.7,7.29,-0.019,0.004,0.992,0,-6.40,0.47,9.46
104,8.400,53.3107572,-0.0629722,132.7,7.17,-0.020,0.009,0.993,0,-5.08,0.09,6.49
105,8.480,53.3107548,-0.0629731,132.7,7.65,-0.016,0.010,0.993,0,-3.79,-0.06,3.92
106,8.560,53.3107527,-0.0629740,132.7,6.70,-0.019,0.007,0.992,0,-2.99,-0.04,1.97
107,8.640,53.3107505,-0.0629748,132.7,7.23,-0.018,0.006,0.994,0,-2.79,-0.09,0.68
108,8.720,53.3107482,-0.0629756,132.6,7.23,-0.015,0.006,0.988,0,-3.04,0.06,0.00
109,8.800,53.3107460,-0.0629766,132.6,7.04,-0.010,0.011,0.989,0,-3.12,0.17,-0.79
110,8.880,53.3107438,-0.0629777,132.6,7.35,-0.009,0.013,0.998,0,-2.99,0.06,-2.15
111,8.960,53.3107413,-0.0629789,132.6,7.65,-0.010,0.008,0.992,0,-2.59,0.09,-3.58
112,9.040,53.3107390,-0.0629800,132.6,7.16,-0.008,0.001,0.990,0,-1.90,0.25,-4.77
113,9.120,53.3107368,-0.0629814,132.6,7.48,-0.012,-0.004,0.997,0,-1.00,0.16,-5.78
114,9.240,53.3107332,-0.0629833,132.6,7.62,-0.008,-0.013,0.998,0,-0.32,0.03,-6.39
115,9.320,53.3107310,-0.0629844,132.6,7.36,-0.008,-0.019,0.998,0,0.33,0.16,-6.55
116,9.400,53.3107287,-0.0629857,132.6,7.43,-0.008,-0.020,1.005,0,1.04,0.27,-6.58
117,9.480,53.3107265,-0.0629868,132.6,7.19,-0.007,-0.024,1.012,0,1.54,0.16,-6.63
118,9.560,53.3107243,-0.0629881,132.6,7.30,0.000,-0.026,1.013,0,1.91,0.05,-6.46
119,9.640,53.3107219,-0.0629896,132.6,7.74,0.000,-0.024,1.011,0,2.27,0.20,-6.13
120,9.720,53.3107197,-0.0629909,132.6,7.18,0.002,-0.022,1.013,0,2.51,0.38,-5.57
121,9.800,53.3107176,-0.0629921,132.6,7.03,0.001,-0.020,1.006,0,2.53,0.45,-5.05
122,9.880,53.3107154,-0.0629934,132.5,7.05,-0.003,-0.017,0.995,0,2.73,0.45,-4.56
123,9.960,53.3107130,-0.0629949,132.5,7.77,-0.001,-0.015,1.000,0,2.97,0.40,-4.24
124,10.040,53.3107106,-0.0629963,132.5,7.80,-0.007,-0.017,1.004,0,3.10,0.25,-3.99
125,10.120,53.3107083,-0.0629975,132.6,7.54,-0.010,-0.023,1.002,0,2.95,-0.18,-3.51
126,10.200,53.3107058,-0.0629989,132.6,7.76,-0.016,-0.026,0.999,0,2.92,-0.40,-2.76
127,10.280,53.3107036,-0.0630003,132.5,7.67,-0.015,-0.028,1.009,0,2.72,-0.52,-1.88
128,10.360,53.3107013,-0.0630017,132.5,7.27,-0.013,-0.027,1.014,0,2.52,-0.65,-0.99
129,10.440,53.3106990,-0.0630031,132.6,7.37,-0.007,-0.028,1.012,0,2.21,-0.78,0.01
130,10.520,53.3106969,-0.0630045,132.5,7.35,-0.007,-0.023,1.004,0,2.07,-0.53,0.86
131,10.600,53.3106944,-0.0630056,132.5,7.36,-0.005,-0.020,1.007,0,2.00,-0.26,1.35
132,10.680,53.3106922,-0.0630067,132.5,7.35,-0.006,-0.018,1.005,0,2.06,-0.07,1.65
133,10.760,53.3106900,-0.0630079,132.5,7.40,-0.010,-0.017,1.002,0,2.09,0.18,1.94
134,10.840,53.3106877,-0.0630093,132.5,7.68,-0.007,-0.016,1.014,0,2.05,0.22,2.20
135,10.920,53.3106853,-0.0630103,132.4,7.55,-0.005,-0.016,1.012,0,2.09,0.02,2.45
136,11.000,53.3106830,-0.0630115,132.4,7.09,-0.007,-0.012,1.001,0,2.01,-0.22,2.68
137,11.080,53.3106808,-0.0630127,132.4,7.40,-0.012,-0.012,0.995,0,1.85,-0.50,2.90
138,11.200,53.3106773,-0.0630142,132.4,7.47,-0.015,-0.014,0.987,0,1.82,-0.59,3.19
139,11.280,53.3106749,-0.0630154,132.4,7.56,-0.021,-0.014,0.977,0,1.96,-0.72,3.56
140,11.360,53.3106725,-0.0630165,132.4,7.48,-0.019,-0.017,0.982,0,2.10,-0.96,3.93
141,11.440,53.3106702,-0.0630174,132.4,7.22,-0.014,-0.022,0.992,0,2.39,-1.13,4.43
142,11.520,53.3106678,-0.0630183,132.4,7.55,-0.016,-0.018,0.991,0,2.71,-1.14,5.07
143,11.600,53.3106655,-0.0630191,132.4,7.43,-0.015,-0.012,0.990,0,2.86,-1.33,5.59
144,11.680,53.3106629,-0.0630200,132.4,7.62,-0.011,-0.011,1.000,0,2.88,-1.30,5.99
145,11.760,53.3106608,-0.0630209,132.4,7.18,-0.011,-0.009,1.001,0,2.73,-0.89,6.58
146,11.840,53.3106584,-0.0630214,132.4,7.48,-0.009,-0.013,0.998,0,2.15,-0.75,7.38
147,11.920,53.3106561,-0.0630220,132.3,7.18,-0.005,-0.019,1.001,0,1.57,-0.51,8.49
148,12.000,53.3106536,-0.0630228,132.3,7.72,-0.009,-0.022,0.997,0,0.67,-0.21,9.65
149,12.080,53.3106513,-0.0630233,132.4,7.25,-0.005,-0.021,0.993,0,-0.49,-0.23,10.90
150,12.160,53.3106489,-0.0630238,132.3,7.51,-0.009,-0.020,0.990,0,-1.56,-0.17,11.89
151,12.240,53.3106464,-0.0630244,132.4,7.76,-0.003,-0.015,1.003,0,-2.73,-0.28,12.55
152,12.320,53.3106439,-0.0630248,132.4,7.72,-0.003,-0.008,1.002,0,-3.98,-0.42,12.67
153,12.400,53.3106413,-0.0630252,132.4,7.86,-0.004,0.000,0.998,0,-4.62,-0.58,12.22
154,12.480,53.3106389,-0.0630256,132.4,7.67,-0.004,0.009,0.995,0,-4.75,-0.72,10.88
155,12.560,53.3106364,-0.0630260,132.3,7.80,-0.004,0.017,0.997,0,-4.14,-0.78,8.74
156,12.640,53.3106340,-0.0630265,132.4,7.29,-0.008,0.023,0.994,0,-2.88,-0.84,6.11
157,12.720,53.3106313,-0.0630267,132.3,8.10,-0.008,0.020,0.992,0,-1.03,-1.13,3.09
158,12.800,53.3106287,-0.0630272,132.3,7.86,-0.001,0.007,1.001,0,1.14,-1.40,0.58
159,12.880,53.3106264,-0.0630276,132.3,7.25,-0.005,-0.004,1.000,0,3.53,-1.31,-1.10
160,12.960,53.3106238,-0.0630277,132.3,7.80,-0.008,-0.015,0.987,0,5.73,-1.38,-1.83
161,13.040,53.3106211,-0.0630279,132.3,7.81,-0.011,-0.033,0.974,0,7.75,-1.50,-1.49
162,13.120,53.3106185,-0.0630279,132.3,7.93,-0.013,-0.048,0.970,0,9.02,-1.34,0.65
163,13.200,53.3106160,-0.0630280,132.2,7.69,-0.016,-0.059,0.964,0,9.44,-1.29,3.46
164,13.280,53.3106137,-0.0630276,132.2,7.25,-0.013,-0.064,0.963,0,9.17,-1.46,7.00
165,13.360,53.3106112,-0.0630273,132.2,7.91,-0.005,-0.059,0.979,0,8.51,-1.36,10.52
166,13.440,53.3106087,-0.0630268,132.2,7.76,0.010,-0.045,0.987,0,7.78,-1.12,13.36
167,13.520,53.3106061,-0.0630263,132.1,7.84,0.018,-0.035,0.987,0,7.22,-0.70,14.99
168,13.600,53.3106036,-0.0630258,132.1,7.71,0.023,-0.027,0.998,0,6.85,0.01,16.21
169,13.680,53.3106011,-0.0630250,132.1,7.87,0.024,-0.027,0.995,0,6.51,1.08,17.44
170,13.760,53.3105986,-0.0630240,132.1,7.78,0.037,-0.031,1.005,0,5.73,1.67,19.17
171,13.840,53.3105960,-0.0630230,132.1,7.77,0.030,-0.033,0.993,0,4.45,1.90,21.29
172,13.920,53.3105938,-0.0630213,132.0,7.95,0.027,-0.026,0.984,0,3.14,1.90,23.33
173,14.000,53.3105914,-0.0630198,132.0,7.84,0.036,-0.020,0.995,0,1.70,1.73,24.76
174,14.080,53.3105889,-0.0630184,132.0,8.00,0.047,-0.013,1.012,0,0.38,1.24,25.30
175,14.160,53.3105865,-0.0630167,132.0,8.01,0.044,-0.003,1.005,0,-0.09,0.95,25.16
176,14.240,53.3105843,-0.0630149,131.9,7.76,0.057,0.002,1.021,0,-0.33,0.65,24.12
177,14.320,53.3105819,-0.0630131,131.9,8.15,0.057,0.006,1.018,0,-0.04,0.98,22.84
178,14.400,53.3105796,-0.0630113,131.9,7.97,0.037,0.006,0.996,0,0.53,1.74,21.81
179,14.480,53.3105772,-0.0630092,131.9,7.94,0.041,0.004,1.001,0,1.06,2.07,21.07
180,14.560,53.3105752,-0.0630070,131.9,7.93,0.041,0.002,0.999,0,1.32,2.33,20.49
181,14.640,53.3105729,-0.0630046,131.8,8.09,0.028,0.000,0.988,0,1.77,2.86,20.32
182,14.720,53.3105707,-0.0630020,131.8,8.35,0.039,-0.002,0.999,0,2.02,2.71,20.36
183,14.800,53.3105686,-0.0629993,131.8,8.34,0.053,-0.002,1.006,0,2.25,2.05,20.34
184,14.880,53.3105665,-0.0629967,131.8,8.04,0.044,-0.003,0.993,0,2.56,1.97,20.35
185,14.960,53.3105644,-0.0629940,131.8,8.20,0.050,-0.007,0.999,0,2.71,2.10,20.53
186,15.040,53.3105624,-0.0629912,131.7,8.15,0.054,-0.010,1.006,0,2.63,2.16,20.85
187,15.120,53.3105604,-0.0629882,131.7,8.32,0.050,-0.010,0.998,0,2.35,2.27,21.14
188,15.240,53.3105575,-0.0629836,131.7,8.35,0.050,-0.012,0.998,0,2.11,2.60,21.59
189,15.320,53.3105555,-0.0629802,131.7,8.32,0.049,-0.010,1.003,0,1.78,2.54,21.85
190,15.400,53.3105539,-0.0629768,131.7,7.98,0.047,-0.008,0.999,0,1.53,2.32,21.99
191,15.480,53.3105522,-0.0629733,131.7,8.67,0.050,-0.007,0.998,0,1.33,2.40,22.18
192,15.560,53.3105504,-0.0629698,131.6,8.66,0.053,-0.007,1.005,0,1.02,2.46,22.44
193,15.640,53.3105487,-0.0629661,131.6,8.48,0.058,-0.004,1.008,0,0.64,2.51,22.60
194,15.720,53.3105471,-0.0629623,131.6,8.48,0.057,-0.003,1.006,0,0.21,2.71,22.71
195,15.800,53.3105456,-0.0629586,131.5,8.60,0.047,-0.001,1.000,0,-0.25,2.83,22.65
196,15.880,53.3105441,-0.0629545,131.6,8.45,0.050,0.000,1.001,0,-0.61,2.66,22.34
197,15.960,53.3105428,-0.0629506,131.5,8.45,0.052,0.005,0.998,0,-0.69,2.60,21.75
198,16.040,53.3105416,-0.0629466,131.6,8.23,0.053,0.003,1.001,0,-0.84,2.54,21.03
199,16.120,53.3105404,-0.0629424,131.6,8.47,0.055,0.002,1.001,0,-1.00,2.67,20.53
200,16.240,53.3105388,-0.0629364,131.5,8.31,0.062,0.001,1.011,0,-1.36,2.69,20.14
201,16.320,53.3105377,-0.0629322,131.6,8.41,0.055,0.001,1.008,0,-1.87,2.69,19.79
202,16.400,53.3105365,-0.0629279,131.5,8.65,0.060,0.000,1.015,0,-2.54,2.39,19.52
203,16.480,53.3105355,-0.0629237,131.5,8.39,0.052,0.004,1.007,0,-3.17,2.26,19.09
204,16.560,53.3105346,-0.0629195,131.5,8.61,0.048,0.008,0.996,0,-3.66,1.82,18.32
205,16.640,53.3105336,-0.0629152,131.5,8.59,0.047,0.010,0.990,0,-3.84,1.34,17.24
206,16.720,53.3105328,-0.0629109,131.4,8.48,0.054,0.010,1.005,0,-4.01,0.87,16.00
207,16.800,53.3105317,-0.0629065,131.4,8.60,0.044,0.010,1.000,0,-3.85,1.12,14.78
208,16.880,53.3105310,-0.0629022,131.4,8.48,0.042,0.009,0.992,0,-3.65,1.00,13.52
209,16.960,53.3105299,-0.0628979,131.4,8.56,0.046,0.009,0.991,0,-3.53,0.62,12.12
210,17.040,53.3105291,-0.0628935,131.3,8.72,0.045,0.010,0.999,0,-3.28,0.54,10.91
211,17.120,53.3105282,-0.0628889,131.3,8.74,0.040,0.008,0.993,0,-2.95,0.11,9.66
212,17.240,53.3105270,-0.0628822,131.3,8.63,0.052,0.003,1.000,0,-2.64,-0.68,8.53
213,17.320,53.3105262,-0.0628780,131.3,8.47,0.056,0.000,1.011,0,-2.23,-0.76,7.58
214,17.400,53.3105257,-0.0628733,131.3,8.66,0.056,-0.002,1.025,0,-1.52,-0.26,6.92
215,17.480,53.3105250,-0.0628690,131.2,8.49,0.056,-0.004,1.017,0,-0.81,0.34,6.17
216,17.560,53.3105243,-0.0628645,131.2,8.73,0.061,-0.004,1.013,0,-0.05,1.09,5.62
217,17.640,53.3105236,-0.0628601,131.1,8.40,0.055,-0.005,1.011,0,0.51,1.64,5.18
218,17.720,53.3105229,-0.0628555,131.1,8.80,0.046,-0.007,1.007,0,1.00,1.71,4.80
219,17.800,53.3105223,-0.0628509,131.1,8.67,0.041,-0.011,0.992,0,1.46,1.45,4.58
220,17.880,53.3105216,-0.0628464,131.1,8.50,0.040,-0.017,0.995,0,1.78,1.13,4.63
221,17.960,53.3105210,-0.0628419,131.2,8.67,0.038,-0.020,1.005,0,2.06,1.06,4.89
222,18.040,53.3105203,-0.0628372,131.2,8.72,0.042,-0.021,1.005,0,2.47,1.22,5.21
223,18.120,53.3105198,-0.0628327,131.2,8.56,0.047,-0.026,1.002,0,2.60,1.29,5.83
224,18.240,53.3105191,-0.0628262,131.1,8.23,0.045,-0.027,1.015,0,2.28,1.62,6.71
225,18.320,53.3105187,-0.0628217,131.1,8.63,0.031,-0.024,0.992,0,1.57,1.09,7.77
226,18.400,53.3105183,-0.0628172,131.0,8.50,0.022,-0.025,0.975,0,0.65,0.39,8.90
227,18.480,53.3105180,-0.0628126,131.0,8.57,0.025,-0.023,0.992,0,-0.61,-0.07,9.93
228,18.560,53.3105177,-0.0628080,131.0,8.84,0.030,-0.014,0.985,0,-1.89,-1.11,10.59
229,18.640,53.3105175,-0.0628033,131.0,8.72,0.041,-0.007,0.983,0,-3.22,-2.45,10.81
230,18.720,53.3105172,-0.0627988,131.0,8.41,0.050,-0.003,0.998,0,-4.32,-2.39,10.51
231,18.800,53.3105171,-0.0627942,131.0,8.38,0.048,0.002,0.997,0,-5.12,-2.02,9.64
232,18.880,53.3105169,-0.0627895,130.9,8.73,0.050,0.008,0.982,0,-5.71,-2.41,8.27
233,18.960,53.3105166,-0.0627850,130.9,8.45,0.053,0.013,0.976,0,-5.71,-2.42,6.67
234,19.040,53.3105164,-0.0627805,130.9,8.64,0.039,0.013,0.960,0,-5.40,-2.10,4.81
235,19.120,53.3105160,-0.0627757,130.9,8.71,0.039,0.015,0.962,0,-4.74,-2.42,2.95
236,19.240,53.3105157,-0.0627687,130.8,8.63,0.051,0.010,0.967,0,-4.01,-2.55,1.24
237,19.320,53.3105154,-0.0627643,130.8,8.54,0.049,0.000,0.978,0,-3.04,-1.38,-0.22
238,19.400,53.3105151,-0.0627597,130.8,8.57,0.042,-0.006,0.978,0,-2.24,-0.08,-1.38
239,19.480,53.3105148,-0.0627550,130.8,8.87,0.043,-0.010,0.976,0,-1.50,0.71,-2.11
240,19.560,53.3105145,-0.0627503,130.8,8.55,0.045,-0.016,0.987,0,-1.01,1.31,-2.57
241,19.640,53.3105142,-0.0627456,130.7,8.88,0.036,-0.017,0.983,0,-0.60,1.69,-2.84
242,19.720,53.3105140,-0.0627411,130.7,8.55,0.027,-0.016,0.966,0,-0.43,0.95,-2.88
243,19.800,53.3105136,-0.0627364,130.6,8.75,0.038,-0.016,0.974,0,-0.45,-0.09,-2.85
244,19.880,53.3105132,-0.0627319,130.6,8.64,0.053,-0.017,0.991,0,-0.34,-0.59,-2.89
245,19.960,53.3105127,-0.0627271,130.6,8.99,0.051,-0.018,0.993,0,-0.17,-0.66,-2.92
246,20.040,53.3105121,-0.0627223,130.6,8.74,0.066,-0.019,1.000,0,-0.15,-1.28,-2.83
247,20.120,53.3105120,-0.0627176,130.6,8.82,0.070,-0.020,1.012,0,-0.18,-0.80,-2.79
248,20.200,53.3105114,-0.0627130,130.6,8.79,0.057,-0.021,1.002,0,-0.26,-0.18,-2.75
249,20.280,53.3105108,-0.0627084,130.5,8.64,0.052,-0.019,0.990,0,-0.48,0.18,-2.55
250,20.360,53.3105103,-0.0627037,130.5,8.89,0.048,-0.018,0.982,0,-0.92,0.49,-2.42
