Record,Time,Latitude,Longitude,Altitude,Speed,GForceX,GForceY,GForceZ,Lap,GyroX,GyroY,GyroZ
2733,220.080,53.3101931,-0.0611170,118.9,61.16,-0.530,0.071,0.920,1,2.50,-2.08,-3.42
2734,220.200,53.3102215,-0.0611029,118.8,62.28,-0.542,0.066,0.998,1,3.97,-0.45,-3.73
2735,220.280,53.3102408,-0.0610930,118.7,63.10,-0.563,0.065,1.052,1,5.95,0.51,-3.57
2736,220.360,53.3102605,-0.0610828,118.7,64.04,-0.605,0.070,1.064,1,7.94,0.96,-2.96
2737,220.440,53.3102803,-0.0610724,118.7,65.09,-0.636,0.077,1.056,1,9.18,0.91,-2.51
2738,220.520,53.3103005,-0.0610620,118.6,66.50,-0.647,0.086,1.054,1,9.42,1.08,-1.98
2739,220.600,53.3103211,-0.0610514,118.6,66.86,-0.645,0.093,1.026,1,9.38,0.66,-1.60
2740,220.680,53.3103420,-0.0610403,118.6,68.42,-0.642,0.093,0.990,1,8.69,-0.50,-1.34
2741,220.760,53.3103630,-0.0610294,118.5,69.12,-0.624,0.094,0.987,1,8.05,-0.31,-1.05
2742,220.840,53.3103843,-0.0610181,118.5,69.72,-0.596,0.097,0.976,1,6.85,-0.57,-1.12
2743,220.920,53.3104060,-0.0610065,118.5,70.80,-0.578,0.094,0.954,1,6.24,-1.09,-0.85
2744,221.000,53.3104278,-0.0609949,118.4,71.36,-0.527,0.088,0.995,1,5.45,-1.16,-0.51
2745,221.080,53.3104499,-0.0609831,118.4,72.31,-0.474,0.079,0.998,1,4.88,-0.98,-0.31
2746,221.200,53.3104833,-0.0609655,118.3,72.71,-0.406,0.066,0.964,1,4.21,-1.11,-0.13
2747,221.280,53.3105057,-0.0609536,118.3,73.22,-0.301,0.053,0.978,1,3.64,-1.08,0.15
2748,221.360,53.3105281,-0.0609416,118.2,73.19,-0.170,0.046,1.030,1,2.75,-1.77,0.50
2749,221.440,53.3105503,-0.0609298,118.2,72.73,-0.013,0.027,1.021,1,1.67,-2.02,1.11
2750,221.520,53.3105726,-0.0609182,118.1,72.28,0.154,0.019,1.094,1,-0.59,-1.56,1.69
2751,221.600,53.3105944,-0.0609063,118.1,71.08,0.274,0.006,1.188,1,-4.12,-1.43,1.21
2752,221.680,53.3106162,-0.0608947,118.0,71.37,0.334,-0.014,1.229,1,-7.10,-1.54,0.47
2753,221.760,53.3106378,-0.0608832,118.0,70.33,0.333,-0.045,1.189,1,-8.11,-0.54,-0.49
2754,221.840,53.3106591,-0.0608718,118.0,69.32,0.307,-0.041,1.197,1,-7.37,1.17,-1.05
2755,221.920,53.3106802,-0.0608603,118.0,69.07,0.278,0.007,1.213,1,-6.55,2.92,-1.40
2756,222.000,53.3107011,-0.0608486,118.0,68.46,0.276,0.050,1.238,1,-6.55,4.43,-1.99
2757,222.080,53.3107221,-0.0608366,118.0,68.59,0.269,0.067,1.228,1,-7.03,6.65,-2.31
2758,222.200,53.3107531,-0.0608187,118.0,67.65,0.306,0.095,1.277,1,-9.06,6.98,-1.90
2759,222.280,53.3107735,-0.0608067,118.1,67.09,0.316,0.119,1.272,1,-12.71,5.79,-2.11
2760,222.360,53.3107935,-0.0607944,118.2,66.13,0.292,0.103,1.211,1,-15.61,5.37,-3.17
2761,222.440,53.3108134,-0.0607818,118.3,65.46,0.278,0.087,1.145,1,-16.03,4.83,-3.92
2762,222.520,53.3108331,-0.0607692,118.4,65.33,0.281,0.077,1.152,1,-14.66,4.61,-4.92
2763,222.600,53.3108524,-0.0607567,118.6,64.16,0.259,0.067,1.146,1,-11.48,4.63,-5.79
2764,222.680,53.3108716,-0.0607439,118.7,64.16,0.242,0.058,1.123,1,-7.76,4.25,-6.20
2765,222.760,53.3108906,-0.0607310,118.8,63.34,0.235,0.055,1.113,1,-4.42,3.65,-5.98
2766,222.840,53.3109092,-0.0607179,118.9,62.74,0.237,0.058,1.122,1,-2.18,2.78,-5.94
2767,222.920,53.3109276,-0.0607048,119.0,62.03,0.232,0.058,1.098,1,-0.29,1.61,-5.92
2768,223.000,53.3109457,-0.0606915,119.1,61.47,0.234,0.052,1.073,1,0.86,1.06,-5.87
2769,223.080,53.3109637,-0.0606779,119.3,61.00,0.230,0.045,1.068,1,1.56,1.13,-5.66
2770,223.200,53.3109903,-0.0606576,119.4,60.46,0.229,0.046,1.043,1,1.61,1.13,-5.27
2771,223.280,53.3110078,-0.0606438,119.5,60.38,0.227,0.035,1.038,1,1.16,2.04,-4.82
2772,223.360,53.3110250,-0.0606300,119.6,58.90,0.218,0.041,1.029,1,-1.05,1.93,-4.32
2773,223.440,53.3110419,-0.0606161,119.8,58.94,0.224,0.056,0.995,1,-5.26,1.04,-3.79
2774,223.520,53.3110588,-0.0606020,119.8,58.26,0.243,0.061,1.000,1,-10.19,1.26,-4.01
2775,223.600,53.3110753,-0.0605877,119.9,57.77,0.249,0.046,1.033,1,-14.08,1.82,-4.89
2776,223.680,53.3110916,-0.0605733,120.0,57.33,0.253,0.037,1.038,1,-17.79,1.72,-5.30
2777,223.760,53.3111078,-0.0605587,120.1,57.11,0.248,0.042,1.009,1,-21.52,2.30,-5.35
2778,223.840,53.3111237,-0.0605438,120.1,56.59,0.240,0.043,1.007,1,-24.41,3.68,-6.54
2779,223.920,53.3111392,-0.0605287,120.2,55.65,0.232,0.041,1.007,1,-25.43,4.83,-8.35
2780,224.000,53.3111544,-0.0605134,120.2,55.14,0.233,0.048,1.004,1,-25.86,5.26,-9.92
2781,224.080,53.3111693,-0.0604977,120.3,54.69,0.225,0.046,1.026,1,-24.21,6.64,-11.58
2782,224.200,53.3111910,-0.0604735,120.4,54.10,0.231,0.044,1.056,1,-20.97,7.56,-13.34
2783,224.280,53.3112050,-0.0604569,120.4,53.41,0.265,0.029,1.135,1,-17.40,7.33,-14.36
2784,224.360,53.3112188,-0.0604402,120.5,52.83,0.260,0.016,1.180,1,-13.10,7.11,-14.91
2785,224.440,53.3112323,-0.0604230,120.5,53.01,0.249,0.000,1.209,1,-8.27,7.63,-15.37
2786,224.520,53.3112454,-0.0604051,120.5,52.91,0.227,0.002,1.187,1,-3.91,7.71,-15.34
2787,224.600,53.3112581,-0.0603869,120.5,51.71,0.216,0.013,1.185,1,-0.39,7.20,-15.54
2788,224.680,53.3112702,-0.0603687,120.6,50.45,0.177,0.027,1.125,1,3.69,6.92,-15.98
2789,224.760,53.3112821,-0.0603501,120.6,51.03,0.161,0.040,1.045,1,6.74,5.85,-15.64
2790,224.840,53.3112937,-0.0603311,120.6,50.76,0.168,0.066,0.993,1,7.97,4.67,-14.90
2791,224.920,53.3113051,-0.0603117,120.6,50.28,0.198,0.054,1.013,1,9.19,2.97,-15.31
2792,225.000,53.3113162,-0.0602922,120.6,49.94,0.199,0.003,1.010,1,12.52,1.43,-16.06
2793,225.080,53.3113270,-0.0602726,120.5,49.71,0.209,-0.066,1.022,1,21.07,0.37,-15.68
2794,225.200,53.3113433,-0.0602434,120.5,49.91,0.198,-0.128,1.032,1,31.40,-0.47,-14.71
2795,225.280,53.3113543,-0.0602244,120.4,48.96,0.148,-0.192,0.986,1,44.02,-1.36,-13.54
2796,225.360,53.3113651,-0.0602053,120.4,49.39,0.102,-0.230,0.882,1,58.00,-2.47,-11.30
2797,225.440,53.3113760,-0.0601864,120.3,49.03,0.102,-0.253,0.831,1,70.59,-3.34,-7.90
2798,225.520,53.3113865,-0.0601674,120.4,47.88,0.110,-0.247,0.818,1,76.78,-4.47,-3.53
2799,225.600,53.3113969,-0.0601489,120.3,47.54,0.150,-0.216,0.864,1,77.47,-5.29,0.94
2800,225.680,53.3114072,-0.0601305,120.2,46.98,0.195,-0.171,0.933,1,72.99,-5.38,5.33
2801,225.760,53.3114178,-0.0601127,120.2,46.60,0.221,-0.115,0.999,1,64.32,-3.76,9.48
2802,225.840,53.3114290,-0.0600955,120.1,47.72,0.227,-0.055,1.065,1,53.17,-0.78,12.02
2803,225.920,53.3114397,-0.0600782,120.1,45.92,0.228,-0.022,1.128,1,42.57,2.17,12.76
2804,226.000,53.3114507,-0.0600617,120.1,45.83,0.232,-0.014,1.177,1,34.43,4.20,12.74
2805,226.080,53.3114619,-0.0600459,120.0,45.92,0.236,-0.018,1.208,1,27.41,6.45,13.46
2806,226.200,53.3114787,-0.0600226,120.0,44.67,0.229,-0.013,1.238,1,20.14,8.24,14.30
2807,226.280,53.3114900,-0.0600080,120.0,44.42,0.231,-0.004,1.265,1,13.44,8.82,15.06
2808,226.360,53.3115017,-0.0599939,120.0,44.84,0.220,0.011,1.258,1,7.46,9.25,15.20
2809,226.440,53.3115131,-0.0599802,120.0,43.53,0.201,0.019,1.253,1,2.82,9.87,14.69
2810,226.520,53.3115248,-0.0599673,120.0,43.48,0.166,0.022,1.261,1,0.83,10.47,13.50
2811,226.600,53.3115365,-0.0599549,120.1,43.28,0.085,0.015,1.239,1,1.71,10.99,12.22
2812,226.680,53.3115487,-0.0599428,120.1,44.07,0.023,-0.002,1.198,1,4.22,10.11,11.53
2813,226.760,53.3115610,-0.0599310,120.0,44.33,0.000,-0.001,1.212,1,5.97,9.58,11.77
2814,226.840,53.3115735,-0.0599199,120.1,43.79,-0.059,0.010,1.195,1,6.25,10.11,12.96
2815,226.920,53.3115863,-0.0599092,120.1,44.59,-0.088,0.023,1.170,1,5.93,9.47,13.60
2816,227.000,53.3115991,-0.0598984,120.1,44.31,-0.076,0.018,1.191,1,5.36,8.28,13.48
2817,227.080,53.3116120,-0.0598884,120.1,44.16,-0.086,0.016,1.199,1,5.92,8.30,13.68
2818,227.200,53.3116317,-0.0598743,120.1,44.41,-0.111,0.008,1.168,1,7.32,7.84,14.15
2819,227.280,53.3116454,-0.0598658,120.1,45.00,-0.085,0.000,1.191,1,8.85,7.02,14.32
2820,227.360,53.3116590,-0.0598574,120.1,44.89,-0.074,-0.001,1.237,1,9.38,8.15,15.06
2821,227.440,53.3116727,-0.0598497,120.1,44.61,-0.080,0.009,1.248,1,9.26,9.90,16.27
2822,227.520,53.3116871,-0.0598434,120.2,45.53,-0.082,0.017,1.271,1,7.20,11.09,16.89
2823,227.600,53.3117013,-0.0598373,120.3,45.66,-0.099,0.022,1.283,1,4.61,11.56,16.82
2824,227.680,53.3117156,-0.0598316,120.3,45.64,-0.133,0.028,1.254,1,2.47,12.65,16.65
2825,227.760,53.3117300,-0.0598265,120.3,45.57,-0.130,0.014,1.283,1,0.45,13.92,16.52
2826,227.840,53.3117444,-0.0598224,120.4,45.60,-0.128,0.004,1.311,1,-2.37,14.52,16.80
2827,227.920,53.3117591,-0.0598185,120.4,46.25,-0.141,0.002,1.280,1,-5.77,13.49,16.73
2828,228.000,53.3117740,-0.0598159,120.4,46.55,-0.152,-0.004,1.245,1,-9.22,13.74,16.87
2829,228.080,53.3117889,-0.0598130,120.5,46.51,-0.165,0.010,1.229,1,-14.74,12.97,16.57
2830,228.200,53.3118117,-0.0598113,120.5,47.51,-0.190,0.047,1.164,1,-20.62,11.29,15.18
2831,228.320,53.3118346,-0.0598098,120.6,47.69,-0.214,0.083,1.110,1,-24.81,9.27,12.32
2832,228.400,53.3118500,-0.0598089,120.7,47.84,-0.226,0.102,1.080,1,-25.61,8.46,9.85
2833,228.480,53.3118655,-0.0598087,120.7,48.25,-0.219,0.139,1.085,1,-26.55,7.01,7.67
2834,228.560,53.3118811,-0.0598084,120.8,48.60,-0.210,0.187,1.078,1,-28.10,6.93,6.89
2835,228.640,53.3118967,-0.0598080,120.8,48.53,-0.206,0.228,1.068,1,-33.46,7.63,6.65
2836,228.720,53.3119123,-0.0598072,121.0,48.42,-0.204,0.242,1.042,1,-40.80,8.92,6.38
2837,228.800,53.3119278,-0.0598065,121.1,48.66,-0.192,0.240,1.031,1,-49.37,9.88,4.94
2838,228.880,53.3119436,-0.0598061,121.2,49.30,-0.183,0.224,1.015,1,-55.38,10.66,2.47
2839,228.960,53.3119594,-0.0598050,121.3,49.20,-0.165,0.177,1.027,1,-56.85,10.63,-1.32
2840,229.040,53.3119752,-0.0598041,121.4,49.30,-0.132,0.118,1.063,1,-52.93,9.53,-4.90
2841,229.120,53.3119909,-0.0598029,121.5,49.13,-0.108,0.078,1.104,1,-43.87,8.75,-7.70
2842,229.240,53.3120147,-0.0598004,121.6,49.41,-0.085,0.044,1.162,1,-31.95,7.18,-10.62
2843,229.320,53.3120304,-0.0597982,121.8,49.09,-0.088,0.002,1.160,1,-18.52,5.13,-12.28
2844,229.400,53.3120462,-0.0597965,121.9,49.29,-0.094,-0.011,1.105,1,-7.88,2.29,-10.69
2845,229.480,53.3120620,-0.0597942,122.0,49.54,-0.085,0.012,1.067,1,-1.41,1.10,-7.74
2846,229.560,53.3120777,-0.0597913,122.2,48.91,-0.070,0.028,1.038,1,-1.03,-0.64,-6.43
2847,229.640,53.3120935,-0.0597883,122.3,49.66,-0.064,0.036,0.995,1,-3.26,-1.40,-5.33
2848,229.720,53.3121094,-0.0597852,122.4,49.78,-0.072,0.044,0.975,1,-6.22,0.15,-4.47
2849,229.800,53.3121250,-0.0597820,122.5,48.96,-0.074,0.046,0.983,1,-9.47,2.46,-5.51
2850,229.880,53.3121406,-0.0597775,122.7,48.95,-0.067,0.038,1.025,1,-11.63,4.07,-6.97
2851,229.960,53.3121563,-0.0597734,122.8,49.57,-0.071,0.039,1.064,1,-12.33,5.94,-7.50
2852,230.040,53.3121717,-0.0597688,122.9,48.75,-0.075,0.046,1.097,1,-12.73,8.16,-8.08
2853,230.120,53.3121871,-0.0597637,123.0,48.85,-0.069,0.051,1.091,1,-13.17,8.30,-9.41
2854,230.240,53.3122100,-0.0597552,123.2,48.47,-0.069,0.040,1.099,1,-10.41,8.74,-10.88
2855,230.320,53.3122251,-0.0597490,123.3,48.46,-0.061,0.019,1.095,1,-5.89,8.03,-12.85
2856,230.400,53.3122403,-0.0597425,123.4,48.19,-0.055,0.000,1.082,1,1.01,6.46,-14.18
2857,230.480,53.3122553,-0.0597359,123.6,48.50,-0.060,-0.015,1.037,1,9.21,3.51,-15.07
2858,230.560,53.3122704,-0.0597288,123.6,48.74,-0.069,-0.027,0.984,1,18.45,0.58,-15.18
2859,230.640,53.3122853,-0.0597217,123.7,48.52,-0.064,-0.037,0.941,1,26.12,-2.99,-14.16
2860,230.720,53.3123002,-0.0597143,123.7,48.58,-0.077,-0.028,0.861,1,31.91,-6.14,-11.57
2861,230.800,53.3123152,-0.0597067,123.8,48.97,-0.087,0.000,0.755,1,33.68,-9.05,-8.68
2862,230.880,53.3123300,-0.0596991,123.8,48.79,-0.066,0.020,0.692,1,32.91,-10.44,-6.20
2863,230.960,53.3123447,-0.0596916,123.7,48.40,0.006,0.030,0.687,1,29.58,-11.93,-4.27
2864,231.040,53.3123595,-0.0596837,123.7,48.26,0.080,0.043,0.670,1,25.47,-12.99,-2.73
2865,231.120,53.3123740,-0.0596759,123.6,47.92,0.138,0.049,0.689,1,21.22,-12.54,-2.47
2866,231.240,53.3123956,-0.0596639,123.5,47.36,0.195,0.033,0.746,1,19.09,-11.12,-2.80
2867,231.320,53.3124098,-0.0596557,123.4,47.17,0.238,0.021,0.811,1,18.77,-9.75,-2.93
2868,231.400,53.3124241,-0.0596480,123.3,47.01,0.242,0.013,0.845,1,20.22,-7.86,-3.12
2869,231.480,53.3124382,-0.0596403,123.2,46.37,0.251,0.004,0.892,1,22.26,-6.44,-3.24
2870,231.560,53.3124521,-0.0596325,123.1,45.56,0.277,0.001,0.933,1,25.05,-5.96,-2.37
2871,231.640,53.3124660,-0.0596254,123.0,45.38,0.300,0.002,0.966,1,27.14,-5.86,-1.12
2872,231.720,53.3124799,-0.0596182,122.9,45.37,0.319,0.010,0.982,1,28.15,-5.48,0.35
2873,231.800,53.3124935,-0.0596110,122.9,44.39,0.335,0.011,1.011,1,27.75,-4.16,2.45
2874,231.880,53.3125069,-0.0596043,122.8,43.99,0.337,0.027,1.037,1,25.58,-2.08,4.64
2875,231.960,53.3125205,-0.0595980,122.7,43.43,0.334,0.043,1.075,1,20.71,0.01,5.87
2876,232.040,53.3125337,-0.0595919,122.7,42.76,0.309,0.060,1.085,1,15.96,2.43,6.87
2877,232.120,53.3125469,-0.0595859,122.6,42.55,0.279,0.058,1.083,1,11.58,3.53,7.10
2878,232.240,53.3125665,-0.0595776,122.5,42.00,0.291,0.054,1.091,1,8.81,2.84,6.43
2879,232.320,53.3125796,-0.0595727,122.4,41.61,0.303,0.044,1.081,1,8.49,1.39,5.63
2880,232.400,53.3125924,-0.0595679,122.3,40.52,0.296,0.038,1.032,1,10.37,0.31,5.89
2881,232.480,53.3126051,-0.0595635,122.3,40.34,0.319,0.031,1.027,1,11.64,-1.07,6.38
2882,232.560,53.3126176,-0.0595592,122.2,39.82,0.340,0.040,1.054,1,12.67,-0.19,7.48
2883,232.640,53.3126300,-0.0595554,122.2,38.72,0.317,0.059,1.051,1,12.59,1.63,8.50
2884,232.720,53.3126425,-0.0595521,122.1,39.39,0.299,0.062,1.049,1,10.84,3.31,9.55
2885,232.800,53.3126547,-0.0595490,122.1,38.36,0.287,0.063,1.078,1,8.66,5.30,10.29
2886,232.880,53.3126668,-0.0595466,122.1,37.76,0.261,0.071,1.096,1,6.89,6.44,10.67
2887,232.960,53.3126788,-0.0595440,122.0,37.52,0.255,0.076,1.078,1,4.31,5.01,10.74
2888,233.040,53.3126908,-0.0595420,122.0,37.57,0.254,0.085,1.077,1,2.23,2.94,11.07
2889,233.120,53.3127026,-0.0595403,121.9,36.60,0.263,0.098,1.112,1,0.76,2.26,11.27
2890,233.200,53.3127142,-0.0595388,121.8,36.10,0.264,0.104,1.122,1,0.04,2.40,11.32
2891,233.280,53.3127258,-0.0595379,121.8,35.80,0.268,0.102,1.135,1,-0.81,2.66,11.00
2892,233.360,53.3127370,-0.0595374,121.8,35.14,0.272,0.099,1.157,1,-2.00,3.93,11.40
2893,233.440,53.3127482,-0.0595371,121.7,34.61,0.269,0.110,1.187,1,-3.78,5.31,11.78
2894,233.520,53.3127591,-0.0595372,121.7,34.09,0.238,0.135,1.199,1,-5.65,6.28,12.09
2895,233.600,53.3127698,-0.0595374,121.6,33.33,0.223,0.157,1.191,1,-8.60,6.93,12.50
2896,233.680,53.3127805,-0.0595379,121.6,33.20,0.211,0.169,1.187,1,-11.93,7.77,12.77
2897,233.760,53.3127911,-0.0595386,121.6,32.52,0.174,0.192,1.188,1,-14.42,7.74,11.91
2898,233.840,53.3128015,-0.0595396,121.5,32.58,0.143,0.195,1.150,1,-16.22,7.00,10.22
2899,233.920,53.3128118,-0.0595405,121.5,31.97,0.146,0.174,1.098,1,-17.58,5.18,8.62
2900,234.000,53.3128219,-0.0595414,121.5,31.72,0.158,0.141,1.079,1,-18.09,3.33,7.35
2901,234.080,53.3128319,-0.0595427,121.5,30.88,0.154,0.119,1.061,1,-18.30,2.17,6.75
2902,234.200,53.3128467,-0.0595454,121.4,30.87,0.169,0.092,1.038,1,-19.66,1.88,7.19
2903,234.280,53.3128564,-0.0595473,121.4,30.37,0.158,0.086,1.051,1,-22.28,2.45,8.36
2904,234.360,53.3128659,-0.0595488,121.4,29.91,0.132,0.110,1.091,1,-26.76,3.03,9.43
2905,234.440,53.3128754,-0.0595502,121.3,29.88,0.093,0.152,1.139,1,-32.98,4.06,9.70
2906,234.520,53.3128847,-0.0595516,121.3,29.00,0.029,0.211,1.154,1,-39.37,5.20,8.83
2907,234.600,53.3128942,-0.0595527,121.3,29.51,-0.027,0.257,1.157,1,-44.74,5.51,6.81
2908,234.680,53.3129034,-0.0595531,121.2,29.25,-0.034,0.276,1.148,1,-47.55,6.04,3.10
2909,234.760,53.3129127,-0.0595537,121.1,28.80,-0.053,0.266,1.167,1,-46.93,7.17,-2.49
2910,234.840,53.3129219,-0.0595536,121.1,28.93,-0.043,0.247,1.172,1,-43.39,7.95,-8.03
2911,234.920,53.3129312,-0.0595533,121.0,28.69,-0.015,0.209,1.198,1,-38.07,9.59,-12.85
2912,235.000,53.3129403,-0.0595526,121.0,28.49,0.020,0.173,1.237,1,-32.76,10.87,-17.09
2913,235.080,53.3129493,-0.0595514,120.9,28.38,0.033,0.138,1.266,1,-26.97,11.59,-19.99
2914,235.160,53.3129583,-0.0595494,120.8,28.06,0.049,0.116,1.267,1,-22.32,12.35,-21.26
2915,235.280,53.3129715,-0.0595459,120.7,27.70,0.035,0.094,1.270,1,-19.13,12.71,-22.35
2916,235.400,53.3129845,-0.0595412,120.6,27.55,0.049,0.070,1.260,1,-16.41,12.59,-23.02
2917,235.480,53.3129929,-0.0595373,120.5,27.48,0.046,0.060,1.266,1,-14.48,12.99,-23.69
2918,235.560,53.3130012,-0.0595331,120.4,27.05,0.065,0.057,1.274,1,-14.23,13.29,-24.44
2919,235.640,53.3130094,-0.0595283,120.3,27.04,0.068,0.060,1.296,1,-13.10,13.86,-24.72
2920,235.720,53.3130173,-0.0595230,120.2,26.57,0.067,0.081,1.297,1,-9.96,15.54,-23.95
2921,235.800,53.3130250,-0.0595172,120.1,26.59,0.041,0.099,1.337,1,-7.77,16.76,-23.85
2922,235.880,53.3130327,-0.0595106,120.0,26.83,0.041,0.104,1.353,1,-5.65,18.21,-25.00
2923,235.960,53.3130400,-0.0595034,120.0,26.18,0.024,0.113,1.362,1,-3.20,20.47,-26.07
2924,236.040,53.3130470,-0.0594956,119.9,26.15,0.030,0.117,1.370,1,-0.79,21.76,-26.54
2925,236.120,53.3130537,-0.0594874,119.8,26.13,0.038,0.102,1.394,1,1.11,22.23,-26.49
2926,236.240,53.3130632,-0.0594741,119.7,25.51,0.065,0.105,1.365,1,2.24,22.57,-25.83
2927,236.320,53.3130690,-0.0594646,119.6,25.75,0.057,0.107,1.356,1,3.07,21.78,-24.45
2928,236.400,53.3130747,-0.0594547,119.6,25.17,0.071,0.108,1.363,1,3.53,20.86,-22.95
2929,236.480,53.3130798,-0.0594444,119.5,24.94,0.080,0.098,1.382,1,2.36,21.08,-22.42
2930,236.560,53.3130846,-0.0594337,119.4,24.90,0.088,0.095,1.388,1,0.44,22.39,-23.31
2931,236.640,53.3130888,-0.0594225,119.3,24.58,0.076,0.085,1.399,1,-0.65,23.74,-24.52
2932,236.720,53.3130929,-0.0594109,119.3,24.85,0.092,0.076,1.415,1,-2.09,24.82,-25.96
2933,236.800,53.3130964,-0.0593993,119.2,24.14,0.123,0.049,1.459,1,-2.41,27.16,-28.52
2934,236.880,53.3130995,-0.0593872,119.2,24.16,0.113,0.042,1.466,1,0.87,31.01,-30.68
2935,236.960,53.3131020,-0.0593751,119.2,23.64,0.044,0.049,1.476,1,4.15,33.16,-32.04
2936,237.040,53.3131042,-0.0593625,119.2,24.48,-0.048,0.041,1.453,1,5.71,32.57,-32.56
2937,237.120,53.3131065,-0.0593492,119.2,25.74,-0.167,0.081,1.391,1,8.02,31.20,-31.43
2938,237.240,53.3131085,-0.0593284,119.0,26.60,-0.307,0.090,1.305,1,9.72,27.69,-30.74
2939,237.320,53.3131097,-0.0593140,119.0,27.05,-0.418,0.079,1.261,1,10.20,23.35,-29.55
2940,237.400,53.3131106,-0.0592990,118.9,28.28,-0.502,0.075,1.221,1,11.07,20.15,-27.96
2941,237.480,53.3131113,-0.0592834,118.9,28.91,-0.575,0.091,1.199,1,12.44,18.73,-26.83
2942,237.560,53.3131119,-0.0592676,118.8,29.47,-0.634,0.081,1.208,1,12.98,16.89,-26.62
2943,237.640,53.3131119,-0.0592510,118.7,30.78,-0.671,0.093,1.209,1,13.81,15.09,-25.08
2944,237.720,53.3131118,-0.0592338,118.7,31.72,-0.700,0.106,1.178,1,14.66,13.00,-23.49
2945,237.800,53.3131113,-0.0592160,118.6,32.75,-0.702,0.100,1.158,1,15.46,10.49,-21.93
2946,237.880,53.3131101,-0.0591970,118.6,34.49,-0.701,0.094,1.124,1,17.17,8.12,-19.93
2947,237.960,53.3131089,-0.0591779,118.5,35.54,-0.698,0.087,1.092,1,18.79,6.52,-18.03
2948,238.040,53.3131072,-0.0591583,118.5,36.85,-0.692,0.073,1.084,1,20.07,5.55,-16.61
2949,238.120,53.3131045,-0.0591385,118.2,38.37,-0.684,0.062,1.067,1,22.36,4.15,-15.31
2950,238.240,53.3131012,-0.0591072,118.1,39.72,-0.686,0.058,1.037,1,25.66,3.26,-13.94
2951,238.320,53.3130985,-0.0590859,118.0,40.58,-0.675,0.041,1.027,1,28.85,2.10,-12.83
2952,238.400,53.3130956,-0.0590637,117.9,42.36,-0.666,0.029,1.001,1,32.19,0.53,-10.90
2953,238.480,53.3130930,-0.0590410,117.9,43.20,-0.660,0.040,0.976,1,33.79,-1.32,-8.23
2954,238.560,53.3130900,-0.0590181,117.8,43.72,-0.650,0.065,0.991,1,32.67,-2.03,-5.53
2955,238.640,53.3130871,-0.0589942,117.7,45.48,-0.637,0.086,1.025,1,28.79,-2.40,-3.76
2956,238.720,53.3130837,-0.0589697,117.6,46.57,-0.646,0.115,1.036,1,24.63,-1.77,-2.27
2957,238.800,53.3130803,-0.0589450,117.5,47.44,-0.663,0.136,1.025,1,20.06,-1.52,-1.39
2958,238.880,53.3130769,-0.0589195,117.4,48.85,-0.664,0.143,1.027,1,16.79,-1.33,-0.81
2959,238.960,53.3130737,-0.0588938,117.3,49.25,-0.671,0.145,1.010,1,14.12,-1.21,-0.87
2960,239.040,53.3130701,-0.0588670,117.2,50.89,-0.681,0.139,0.984,1,12.42,-0.95,-0.48
2961,239.120,53.3130663,-0.0588397,117.1,52.26,-0.676,0.133,0.970,1,9.59,-1.34,-0.24
2962,239.240,53.3130602,-0.0587977,117.0,54.09,-0.653,0.134,0.999,1,6.88,-0.99,0.02
2963,239.320,53.3130561,-0.0587691,116.9,54.79,-0.647,0.129,1.003,1,3.94,-0.10,-0.30
2964,239.400,53.3130521,-0.0587398,116.8,56.27,-0.609,0.113,0.990,1,1.55,-0.16,-0.35
2965,239.480,53.3130476,-0.0587100,116.7,57.21,-0.486,0.105,0.991,1,-0.51,-1.89,0.07
2966,239.560,53.3130437,-0.0586804,116.6,56.44,-0.276,0.085,1.019,1,-2.75,-3.88,0.99
2967,239.640,53.3130398,-0.0586511,116.5,55.94,-0.076,0.071,1.032,1,-5.61,-5.03,1.62
2968,239.720,53.3130353,-0.0586223,116.4,55.45,0.084,0.060,1.020,1,-9.57,-6.40,1.56
2969,239.800,53.3130309,-0.0585936,116.3,55.41,0.191,0.047,1.000,1,-12.03,-4.48,0.97
2970,239.880,53.3130268,-0.0585651,116.2,54.62,0.249,0.036,0.999,1,-12.62,-1.99,-0.79
2971,239.960,53.3130228,-0.0585368,116.0,54.48,0.291,0.023,1.038,1,-12.02,-1.31,-2.61
2972,240.040,53.3130184,-0.0585088,116.0,53.64,0.315,0.014,1.054,1,-10.40,-1.08,-3.08
2973,240.120,53.3130140,-0.0584811,115.9,53.40,0.365,0.009,1.065,1,-8.44,-1.34,-2.97
2974,240.240,53.3130077,-0.0584400,115.8,52.73,0.402,0.011,1.068,1,-7.42,-3.49,-3.55
2975,240.320,53.3130028,-0.0584128,115.6,52.52,0.415,-0.008,1.016,1,-6.71,-4.54,-3.25
2976,240.400,53.3129985,-0.0583864,115.5,51.23,0.409,-0.004,0.942,1,-6.47,-3.92,-2.44
2977,240.480,53.3129943,-0.0583602,115.4,50.52,0.426,0.003,0.911,1,-7.96,-4.22,-2.38
2978,240.560,53.3129900,-0.0583343,115.3,50.33,0.440,0.004,0.914,1,-9.60,-3.49,-2.02
2979,240.640,53.3129856,-0.0583088,115.2,49.36,0.463,0.002,0.926,1,-12.08,-2.90,-1.55
2980,240.720,53.3129811,-0.0582837,115.1,48.75,0.459,0.010,0.917,1,-15.65,-2.46,-1.63
2981,240.800,53.3129767,-0.0582592,114.9,48.09,0.435,0.005,0.919,1,-19.06,-0.87,-2.39
